maturity,Strike,Bid,Ask,Last,IVM,Volm,rate,Date,Asset
0.117808219,450,53.3999939,61.5,0,38.45465469,0,0.018,7/4/24,Lonza
0.117808219,460,45.09999084,53,0,36.4981575,0,0.018,7/4/24,Lonza
0.117808219,470,37.34999084,44.84999084,0,34.72443771,0,0.018,7/4/24,Lonza
0.117808219,480,30.34999084,37.34999084,0,33.3559761,0,0.018,7/4/24,Lonza
0.117808219,490,24.04998779,30.54998779,0,32.19147491,0,0.018,7/4/24,Lonza
0.117808219,500,18.54998779,24.54998779,0,31.24165535,0,0.018,7/4/24,Lonza
0.117808219,510,13.94999981,19.34999084,0,30.48804283,0,0.018,7/4/24,Lonza
0.117808219,520,10.05000019,15.05000019,0,29.83566093,0,0.018,7/4/24,Lonza
0.117808219,530,6.849999428,11.69999981,0,29.36038399,0,0.018,7/4/24,Lonza
0.117808219,540,4.210000038,9.149999619,0,28.9315815,0,0.018,7/4/24,Lonza
0.117808219,450,56.25,58.94999695,0,32.62957382,0,0.018,7/4/24,Lonza
0.117808219,460,47.80000305,50.54998779,0,31.59401131,0,0.018,7/4/24,Lonza
0.117808219,470,39.8999939,42.6499939,0,30.72541428,0,0.018,7/4/24,Lonza
0.117808219,480,32.6499939,35.3999939,0,30.03000641,0,0.018,7/4/24,Lonza
0.117808219,490,26.05000305,28.79998779,0,29.33934021,0,0.018,7/4/24,Lonza
0.117808219,500,20.25,23.09999084,0,28.83812714,0,0.018,7/4/24,Lonza
0.117808219,510,15.25,18,16.1499939,28.23607254,857,0.018,7/4/24,Lonza
0.117808219,520,11.10000038,13.69999981,0,27.68976784,0,0.018,7/4/24,Lonza
0.117808219,530,7.800000191,10.35000038,0,27.35068893,0,0.018,7/4/24,Lonza
0.117808219,540,5.199999809,7.800000191,0,27.10873604,0,0.018,7/4/24,Lonza
0.117808219,400,94.65000153,113.9499969,104.75,40.03401184,0,0.018,7/4/24,Lonza
0.117808219,420,83.69999695,92.65000153,85.44999695,46.89980316,0,0.018,7/4/24,Lonza
0.117808219,440,65,72.30000305,66.80000305,39.2125206,0,0.018,7/4/24,Lonza
0.117808219,460,47.75,53.40000153,49.3500061,34.09219742,0,0.018,7/4/24,Lonza
0.117808219,480,32.75,35.04999924,34.15000916,29.60565376,0,0.018,7/4/24,Lonza
0.117808219,500,20.5,23.95000076,21.8500061,29.46976852,0,0.018,7/4/24,Lonza
0.117808219,520,11.69999981,13.39999962,12.69999981,27.79827881,0,0.018,7/4/24,Lonza
0.117808219,540,5.900000095,7.449999809,6.650000572,27.33773232,0,0.018,7/4/24,Lonza
0.117808219,560,2.450000048,3.970000029,3.150000572,26.94272423,0,0.018,7/4/24,Lonza
0.117808219,580,0.050000001,5,1.449999809,30.69829369,0,0.018,7/4/24,Lonza
0.21369863,450,56.6499939,65.59999084,0,33.42980194,0,0.018,7/4/24,Lonza
0.21369863,460,48.84999084,57.44999695,0,32.13175201,0,0.018,7/4/24,Lonza
0.21369863,470,41.75,49.84999084,0,31.16936111,0,0.018,7/4/24,Lonza
0.21369863,480,35.1499939,42.59999084,0,30.20234871,0,0.018,7/4/24,Lonza
0.21369863,490,29.19999695,36.04998779,0,29.4457283,0,0.018,7/4/24,Lonza
0.21369863,500,23.75,30.1499939,0,28.72834015,0,0.018,7/4/24,Lonza
0.21369863,510,18.94999695,25.04998779,0,28.17463112,0,0.018,7/4/24,Lonza
0.21369863,520,14.94999981,20.44999695,0,27.68802452,0,0.018,7/4/24,Lonza
0.21369863,530,11.30000019,16.79998779,0,27.28545761,0,0.018,7/4/24,Lonza
0.21369863,540,8.100000381,13.85000038,0,26.91282082,0,0.018,7/4/24,Lonza
0.21369863,450,60.05000305,62.09999084,0,29.38534927,0,0.018,7/4/24,Lonza
0.21369863,460,52,54.19999695,0,28.64331436,0,0.018,7/4/24,Lonza
0.21369863,470,44.59999084,46.79998779,0,28.10323334,0,0.018,7/4/24,Lonza
0.21369863,480,37.79998779,39.94999695,0,27.65280151,0,0.018,7/4/24,Lonza
0.21369863,490,31.6499939,33.6499939,0,27.25237846,0,0.018,7/4/24,Lonza
0.21369863,500,26,27.94999695,0,26.80632591,0,0.018,7/4/24,Lonza
0.21369863,510,21,22.94999695,22,26.42586899,5,0.018,7/4/24,Lonza
0.21369863,520,16.69999695,18.59999084,0,26.10344505,0,0.018,7/4/24,Lonza
0.21369863,530,13,14.89999962,0,25.80037498,0,0.018,7/4/24,Lonza
0.21369863,540,9.949999809,11.75,0,25.52288246,0,0.018,7/4/24,Lonza
0.021917808,480,37.3999939,47.3999939,0,42.43527603,0,0.018,7/11/24,Lonza
0.021917808,490,30.19999695,35.09999084,0,35.88479996,0,0.018,7/11/24,Lonza
0.021917808,500,20.79998779,25.54998779,0,29.88628769,0,0.018,7/11/24,Lonza
0.021917808,510,12.44999981,16.84999084,0,25.8235836,0,0.018,7/11/24,Lonza
0.021917808,520,6.050000191,9.850000381,0,23.65973663,0,0.018,7/11/24,Lonza
0.021917808,530,2.299999237,4.989999771,0,22.79013824,0,0.018,7/11/24,Lonza
0.021917808,540,0.399999976,2.349999428,0,22.35155487,0,0.018,7/11/24,Lonza
0.021917808,550,0.009999998,1.229999542,0,24.06760597,0,0.018,7/11/24,Lonza
0.021917808,560,0.009999998,10,0,55.11797333,0,0.018,7/11/24,Lonza
0.021917808,570,0.009999998,10,0,62.88357162,0,0.018,7/11/24,Lonza
0.021917808,480,41.3999939,43.29998779,0,31.58925629,0,0.018,7/11/24,Lonza
0.021917808,490,31.6499939,33.55000305,0,27.76558495,0,0.018,7/11/24,Lonza
0.021917808,500,22.30000305,24.1499939,20.69999695,24.87333298,100,0.018,7/11/24,Lonza
0.021917808,510,14.05000019,15.75,0,23.51426697,0,0.018,7/11/24,Lonza
0.021917808,520,7.400000572,8.949999809,0,22.35170174,0,0.018,7/11/24,Lonza
0.021917808,530,3.100000381,4.300000191,0,21.64313889,0,0.018,7/11/24,Lonza
0.021917808,540,0.850000024,1.899999619,0,21.38598061,0,0.018,7/11/24,Lonza
0.021917808,550,0.090000033,0.949999988,0,22.3609848,0,0.018,7/11/24,Lonza
0.021917808,560,0.010000002,0.699999988,0,26.11364937,0,0.018,7/11/24,Lonza
0.021917808,570,0.010000002,0.600000024,0,30.4960041,0,0.018,7/11/24,Lonza
0.021917808,480,37.34999847,44.79999924,42.80000305,0,0,0.018,7/11/24,Lonza
0.021917808,490,30.45000076,32.25,33.1000061,0,0,0.018,7/11/24,Lonza
0.021917808,500,21.20000076,22.89999962,23.75,0,0,0.018,7/11/24,Lonza
0.021917808,510,13.05000019,14.60000038,15.30000019,17.75611115,0,0.018,7/11/24,Lonza
0.021917808,520,6.849999905,8.149999619,8.600000381,19.52897644,0,0.018,7/11/24,Lonza
0.021917808,530,2.99000001,3.890000105,3.970000267,20.29881477,0,0.018,7/11/24,Lonza
0.021917808,540,0.99000001,1.659999967,1.470000267,20.80228996,0,0.018,7/11/24,Lonza
0.021917808,550,0.050000001,5,0.569999993,34.53295517,0,0.018,7/11/24,Lonza
0.021917808,560,0.050000001,5,0.330000043,41.97978973,0,0.018,7/11/24,Lonza
0.021917808,570,0,5,0.25,61.46860123,0,0.018,7/11/24,Lonza
0.098630137,480,45.34999084,50.54998779,0,33.36389542,0,0.018,7/11/24,Lonza
0.098630137,490,37.5,42.3999939,0,32.08644104,0,0.018,7/11/24,Lonza
0.098630137,500,30.29998779,34.94999695,0,31.08305931,0,0.018,7/11/24,Lonza
0.098630137,510,23.8999939,28.19999695,0,30.25489616,0,0.018,7/11/24,Lonza
0.098630137,520,18.3999939,22.29998779,0,29.64092445,0,0.018,7/11/24,Lonza
0.098630137,530,13.80000019,17.19999695,0,29.11764908,0,0.018,7/11/24,Lonza
0.098630137,540,9.949999809,13.10000038,0,28.71216393,0,0.018,7/11/24,Lonza
0.098630137,550,6.800000191,9.899999619,0,28.37364578,0,0.018,7/11/24,Lonza
0.098630137,560,4.359999657,7.449999809,0,28.11411095,0,0.018,7/11/24,Lonza
0.098630137,570,2.479999542,5.599999428,0,27.82206154,0,0.018,7/11/24,Lonza
0.098630137,480,46.1000061,49.5,0,30.94147301,0,0.018,7/11/24,Lonza
0.098630137,490,38.3500061,41.55000305,0,30.39017105,0,0.018,7/11/24,Lonza
0.098630137,500,31.05000305,34.25,0,29.73734283,0,0.018,7/11/24,Lonza
0.098630137,510,24.44999695,27.5,0,28.98905563,0,0.018,7/11/24,Lonza
0.098630137,520,18.55000305,21.69999695,0,28.340868,0,0.018,7/11/24,Lonza
0.098630137,530,14,16.75,12.19999981,28.11182976,1,0.018,7/11/24,Lonza
0.098630137,540,9.800000191,12.85000038,9,27.69385529,5,0.018,7/11/24,Lonza
0.098630137,550,6.550000191,9.649999619,0,27.32879639,0,0.018,7/11/24,Lonza
0.098630137,560,4.050000191,7.150000572,0,26.96784401,0,0.018,7/11/24,Lonza
0.098630137,570,2.25,5.300000191,0,26.71146774,0,0.018,7/11/24,Lonza
0.098630137,440,82,83.94999695,84.5,25.74690819,0,0.018,7/11/24,Lonza
0.098630137,460,63.25,65.25,65.65000916,27.93136406,0,0.018,7/11/24,Lonza
0.098630137,480,46,47.84999847,48.05000305,28.12481308,0,0.018,7/11/24,Lonza
0.098630137,500,31,32.65000153,32.75,27.84163666,0,0.018,7/11/24,Lonza
0.098630137,520,19.10000038,20.5,20.3500061,27.52796364,0,0.018,7/11/24,Lonza
0.098630137,540,10.64999962,11.80000019,11.35000038,27.30153275,0,0.018,7/11/24,Lonza
0.098630137,560,5.150000095,6.300000191,5.550000191,27.03686333,0,0.018,7/11/24,Lonza
0.098630137,580,2.119999886,3.210000038,2.390000343,26.92563438,0,0.018,7/11/24,Lonza
0.098630137,600,0.050000001,5,1.069999695,32.41811371,0,0.018,7/11/24,Lonza
0.098630137,620,0.050000001,5,0.670000017,37.87519073,0,0.018,7/11/24,Lonza
0.194520548,480,49.79998779,55.44999695,0,29.88774681,0,0.018,7/11/24,Lonza
0.194520548,490,42.44999695,47.79998779,0,29.03969765,0,0.018,7/11/24,Lonza
0.194520548,500,35.75,40.6499939,0,28.32644463,0,0.018,7/11/24,Lonza
0.194520548,510,29.6499939,34.19999695,0,27.75080109,0,0.018,7/11/24,Lonza
0.194520548,520,24.19999695,28.29998779,0,27.19373512,0,0.018,7/11/24,Lonza
0.194520548,530,19.3999939,23.25,0,26.78760338,0,0.018,7/11/24,Lonza
0.194520548,540,15.35000038,18.8999939,0,26.50181389,0,0.018,7/11/24,Lonza
0.194520548,550,11.69999981,15.25,0,26.15460587,0,0.018,7/11/24,Lonza
0.194520548,560,8.649999619,12.35000038,0,25.9303894,0,0.018,7/11/24,Lonza
0.194520548,570,6.050000191,10,0,25.67635155,0,0.018,7/11/24,Lonza
0.194520548,480,51.1000061,53.44999695,0,28.14446259,0,0.018,7/11/24,Lonza
0.194520548,490,43.75,46.05000305,0,27.68272018,0,0.018,7/11/24,Lonza
0.194520548,500,36.8500061,39.15000916,0,27.17090034,0,0.018,7/11/24,Lonza
0.194520548,510,30.6000061,32.8500061,0,26.73059082,0,0.018,7/11/24,Lonza
0.194520548,520,24.94999695,27.19999695,0,26.3105011,0,0.018,7/11/24,Lonza
0.194520548,530,20.1499939,22.19999695,0,26.01689339,0,0.018,7/11/24,Lonza
0.194520548,540,15.85000038,17.8999939,13.60000038,25.68414116,10,0.018,7/11/24,Lonza
0.194520548,550,12.44999981,14.30000019,10.75,25.55410385,12,0.018,7/11/24,Lonza
0.194520548,560,9.100000381,11.30000019,0,25.12102127,0,0.018,7/11/24,Lonza
0.194520548,570,6.900000572,8.800000191,0,25.04340172,0,0.018,7/11/24,Lonza
0.046575342,530,47.59999084,53.19999695,0,28.12392807,0,0.018,7/30/24,Lonza
0.046575342,540,38.59999084,44.04998779,0,27.30685043,0,0.018,7/30/24,Lonza
0.046575342,550,30.19999695,35.3999939,0,26.59588623,0,0.018,7/30/24,Lonza
0.046575342,560,18.69999695,26.09999084,0,19.6353817,0,0.018,7/30/24,Lonza
0.046575342,570,12.19999981,19.59999084,0,20.66551971,0,0.018,7/30/24,Lonza
0.046575342,580,7.050000191,14.44999981,0,21.33768845,0,0.018,7/30/24,Lonza
0.046575342,590,3.199999809,10.60000038,0,21.80426216,0,0.018,7/30/24,Lonza
0.046575342,600,0.469999969,7.849999428,0,22.05810356,0,0.018,7/30/24,Lonza
0.046575342,610,0.009999998,7.399999619,0,26.14929581,0,0.018,7/30/24,Lonza
0.046575342,620,0.009999998,7.399999619,0,30.95224762,0,0.018,7/30/24,Lonza
0.046575342,530,49.54998779,51.09999084,52,29.56375313,8,0.018,7/30/24,Lonza
0.046575342,540,40.34999084,41.79998779,0,27.6735363,0,0.018,7/30/24,Lonza
0.046575342,550,31.75,33.04998779,0,26.38306999,0,0.018,7/30/24,Lonza
0.046575342,560,23.94999695,25.09999084,0,25.45764923,0,0.018,7/30/24,Lonza
0.046575342,570,17.19999695,18.25,0,24.84255409,0,0.018,7/30/24,Lonza
0.046575342,580,11.75,12.69999981,0,24.52975655,0,0.018,7/30/24,Lonza
0.046575342,590,7.5,8.350000381,9.75,24.17139626,200,0.018,7/30/24,Lonza
0.046575342,600,4.400000572,5.199999809,0,23.81887436,0,0.018,7/30/24,Lonza
0.046575342,610,2.400000572,3.150000572,0,23.70955276,0,0.018,7/30/24,Lonza
0.046575342,620,1.149999619,1.850000381,0,23.58427811,0,0.018,7/30/24,Lonza
0.046575342,540,37.40000153,44.84999847,40.90000916,26.54907608,0,0.018,7/30/24,Lonza
0.046575342,550,29.54999924,35.5,32.25,25.81281281,0,0.018,7/30/24,Lonza
0.046575342,560,22.10000038,27.25,24.3999939,25.13430977,0,0.018,7/30/24,Lonza
0.046575342,570,15.19999981,20.5,17.6499939,24.59747887,0,0.018,7/30/24,Lonza
0.046575342,580,9.399999619,14.89999962,12.05000019,24.00745964,0,0.018,7/30/24,Lonza
0.046575342,590,5.449999809,10.44999981,7.850000381,23.9210701,0,0.018,7/30/24,Lonza
0.046575342,600,4.210000038,5.400000095,4.829999924,23.58588982,0,0.018,7/30/24,Lonza
0.046575342,605,1.100000024,6.150000095,3.699999809,23.40054512,0,0.018,7/30/24,Lonza
0.046575342,610,0.200000003,3.24000001,2.800000191,20.09425545,0,0.018,7/30/24,Lonza
0.046575342,615,1.440000057,5,2.079999924,27.18390083,0,0.018,7/30/24,Lonza
0.142465753,530,52.79998779,58.84999084,0,26.8191967,0,0.018,7/30/24,Lonza
0.142465753,540,44.8999939,50.69999695,0,26.22981262,0,0.018,7/30/24,Lonza
0.142465753,550,34.3999939,41.79998779,0,22.74420166,0,0.018,7/30/24,Lonza
0.142465753,560,27.6499939,35.04998779,0,22.70743752,0,0.018,7/30/24,Lonza
0.142465753,570,21.6499939,29.04998779,0,22.66496277,0,0.018,7/30/24,Lonza
0.142465753,580,16.3999939,23.79998779,0,22.5896225,0,0.018,7/30/24,Lonza
0.142465753,590,11.94999981,19.34999084,0,22.54307747,0,0.018,7/30/24,Lonza
0.142465753,600,8.25,15.64999962,0,22.498106,0,0.018,7/30/24,Lonza
0.142465753,610,5.199999809,12.60000038,0,22.39180756,0,0.018,7/30/24,Lonza
0.142465753,620,2.849999428,10.25,0,22.38625526,0,0.018,7/30/24,Lonza
0.142465753,530,55.09999084,56.5,0,27.32433319,0,0.018,7/30/24,Lonza
0.142465753,540,47.04998779,48.3500061,0,26.534338,0,0.018,7/30/24,Lonza
0.142465753,550,39.59999084,40.80000305,0,25.93791962,0,0.018,7/30/24,Lonza
0.142465753,560,32.69999695,33.8500061,0,25.36573601,0,0.018,7/30/24,Lonza
0.142465753,570,26.44999695,27.54998779,0,24.82291603,0,0.018,7/30/24,Lonza
0.142465753,580,21,22,0,24.38461494,0,0.018,7/30/24,Lonza
0.142465753,590,16.3999939,17.29998779,0,24.09616089,0,0.018,7/30/24,Lonza
0.142465753,600,12.55000019,13.39999962,15,23.88134193,136,0.018,7/30/24,Lonza
0.142465753,610,9.399999619,10.19999981,0,23.69914436,0,0.018,7/30/24,Lonza
0.142465753,620,6.850000381,7.650000572,0,23.53047562,0,0.018,7/30/24,Lonza
0.142465753,540,42.95000076,51.84999847,47.44999695,25.63599968,0,0.018,7/30/24,Lonza
0.142465753,550,36.25,43.65000153,39.90000916,25.23105621,0,0.018,7/30/24,Lonza
0.142465753,560,30.25,36.15000153,33,24.95865822,0,0.018,7/30/24,Lonza
0.142465753,580,18.85000038,24.04999924,21.25,24.09883308,0,0.018,7/30/24,Lonza
0.142465753,600,10.55000019,15.39999962,12.80000019,23.70671844,0,0.018,7/30/24,Lonza
0.142465753,605,10.39999962,13.80000019,11.14999962,24.58832169,0,0.018,7/30/24,Lonza
0.142465753,610,7.25,12.25,9.649999619,23.48090363,0,0.018,7/30/24,Lonza
0.142465753,615,5.900000095,10.89999962,8.350000381,23.39858627,0,0.018,7/30/24,Lonza
0.142465753,620,4.699999809,7.949999809,7.150000572,22.05727577,0,0.018,7/30/24,Lonza
0.142465753,625,5.199999809,8.600000381,6.050000191,24.38660812,0,0.018,7/30/24,Lonza
0.219178082,530,56.75,63.1499939,0,26.57206345,0,0.018,7/30/24,Lonza
0.219178082,540,49.34999084,55.3999939,0,26.09857941,0,0.018,7/30/24,Lonza
0.219178082,550,39.75,47.1499939,0,23.78635788,0,0.018,7/30/24,Lonza
0.219178082,560,33.34999084,40.75,0,23.67488098,0,0.018,7/30/24,Lonza
0.219178082,570,27.54998779,34.94999695,0,23.56817055,0,0.018,7/30/24,Lonza
0.219178082,580,22.34999084,29.75,0,23.45819473,0,0.018,7/30/24,Lonza
0.219178082,590,17.79998779,25.19999695,0,23.38817596,0,0.018,7/30/24,Lonza
0.219178082,600,13.80000019,21.19999695,0,23.28370667,0,0.018,7/30/24,Lonza
0.219178082,610,10.39999962,17.79998779,0,23.20899773,0,0.018,7/30/24,Lonza
0.219178082,620,9.899999619,14.05000019,0,23.91790962,0,0.018,7/30/24,Lonza
0.219178082,530,59.59999084,60.94999695,0,27.33914948,0,0.018,7/30/24,Lonza
0.219178082,540,52.09999084,53.3500061,0,26.80574226,0,0.018,7/30/24,Lonza
0.219178082,550,45.04998779,46.25,0,26.32318115,0,0.018,7/30/24,Lonza
0.219178082,560,38.5,39.6000061,40.1000061,25.84207153,4,0.018,7/30/24,Lonza
0.219178082,570,32.44999695,33.55000305,32.75,25.39728165,4,0.018,7/30/24,Lonza
0.219178082,580,27.04998779,28.1000061,0,25.02676773,0,0.018,7/30/24,Lonza
0.219178082,590,22.29998779,23.25,0,24.71263885,0,0.018,7/30/24,Lonza
0.219178082,600,18.1499939,18.94999695,18.1000061,24.40795517,5,0.018,7/30/24,Lonza
0.219178082,610,14.60000038,15.44999981,15.5,24.24517822,8,0.018,7/30/24,Lonza
0.219178082,620,11.60000038,12.35000038,0,24.04234314,0,0.018,7/30/24,Lonza
0.02739726,460,42.69999695,49.5,0,38.60068893,0,0.018,7/9/24,Lonza
0.02739726,470,32.84999084,39.84999084,0,33.23503494,0,0.018,7/9/24,Lonza
0.02739726,480,23.34999084,30.54998779,0,28.86101913,0,0.018,7/9/24,Lonza
0.02739726,490,14.60000038,21.5,0,24.80832672,0,0.018,7/9/24,Lonza
0.02739726,500,8.399999619,15.64999962,0,26.48884964,0,0.018,7/9/24,Lonza
0.02739726,510,2.899999619,10.19999981,0,24.75696564,0,0.018,7/9/24,Lonza
0.02739726,520,0.009999998,7.399999619,0,25.89944458,0,0.018,7/9/24,Lonza
0.02739726,530,0.009999998,6.75,0,32.66915131,0,0.018,7/9/24,Lonza
0.02739726,540,0.009999998,1.449999809,0,25.59207726,0,0.018,7/9/24,Lonza
0.02739726,550,0.009999998,10,0,53.37600708,0,0.018,7/9/24,Lonza
0.02739726,460,46,47.6000061,0,33.37937546,0,0.018,7/9/24,Lonza
0.02739726,470,36.5,37.90000916,0,30.4991188,0,0.018,7/9/24,Lonza
0.02739726,480,27.1000061,28.5,0,27.16419411,0,0.018,7/9/24,Lonza
0.02739726,490,18.80000305,19.8999939,0,25.64496803,0,0.018,7/9/24,Lonza
0.02739726,500,11.60000038,12.55000019,0,24.19533157,0,0.018,7/9/24,Lonza
0.02739726,510,6.199999809,7,11.19999981,23.21028137,250,0.018,7/9/24,Lonza
0.02739726,520,2.75,3.5,3.949999809,22.67132759,1,0.018,7/9/24,Lonza
0.02739726,530,1,1.600000381,0,22.52942276,0,0.018,7/9/24,Lonza
0.02739726,540,0.280000031,0.800000012,0,23.15932846,0,0.018,7/9/24,Lonza
0.02739726,550,0.059999999,0.649999976,0,25.99962044,0,0.018,7/9/24,Lonza
0.02739726,460,44.75,46.95000076,45.80000305,36.69655609,0,0.018,7/9/24,Lonza
0.02739726,470,35.20000076,38.34999847,36.15000916,35.65023804,0,0.018,7/9/24,Lonza
0.02739726,480,25.5,30.60000038,26.8999939,33.60393906,0,0.018,7/9/24,Lonza
0.02739726,490,17.95000076,19.79999924,18.3999939,27.66610718,0,0.018,7/9/24,Lonza
0.02739726,500,11.14999962,12.85000038,11.39999962,26.41757584,0,0.018,7/9/24,Lonza
0.02739726,510,6.150000095,7.400000095,6.199999809,25.39807129,0,0.018,7/9/24,Lonza
0.02739726,520,1.200000048,6.199999809,2.829999924,25.88201714,0,0.018,7/9/24,Lonza
0.02739726,530,0.050000001,5,1.199999809,29.22399902,0,0.018,7/9/24,Lonza
0.02739726,540,0.050000001,5,0.589999974,36.00984573,0,0.018,7/9/24,Lonza
0.02739726,550,0.050000001,5,0.379999995,42.32265091,0,0.018,7/9/24,Lonza
0.104109589,460,46.8999939,54.29998779,0,32.20774078,0,0.018,7/9/24,Lonza
0.104109589,470,38.69999695,46,0,30.98678398,0,0.018,7/9/24,Lonza
0.104109589,480,32.19999695,39.44999695,0,31.91087532,0,0.018,7/9/24,Lonza
0.104109589,490,25.29998779,32.59999084,0,30.98020554,0,0.018,7/9/24,Lonza
0.104109589,500,19.25,26.5,0,30.22204971,0,0.018,7/9/24,Lonza
0.104109589,510,14,21.29998779,0,29.60433197,0,0.018,7/9/24,Lonza
0.104109589,520,9.649999619,16.94999695,0,29.1200428,0,0.018,7/9/24,Lonza
0.104109589,530,6.050000191,13.39999962,0,28.63821602,0,0.018,7/9/24,Lonza
0.104109589,540,3.210000038,10.55000019,0,28.15916443,0,0.018,7/9/24,Lonza
0.104109589,550,1.049999237,8.399999619,0,27.74865532,0,0.018,7/9/24,Lonza
0.104109589,460,50.6000061,52.80000305,0,32.07493973,0,0.018,7/9/24,Lonza
0.104109589,470,42.44999695,44.6000061,0,31.16021156,0,0.018,7/9/24,Lonza
0.104109589,480,34.8999939,37.05000305,0,30.43980408,0,0.018,7/9/24,Lonza
0.104109589,490,28.05000305,30.09999084,0,29.74661255,0,0.018,7/9/24,Lonza
0.104109589,500,21.94999695,23.94999695,28.6499939,29.13946915,1,0.018,7/9/24,Lonza
0.104109589,510,16.80000305,18.6000061,0,28.66632271,0,0.018,7/9/24,Lonza
0.104109589,520,12.89999962,14.10000038,15.89999962,28.55600357,1524,0.018,7/9/24,Lonza
0.104109589,530,8.800000191,10.60000038,0,27.84336281,0,0.018,7/9/24,Lonza
0.104109589,540,5.949999809,7.650000572,0,27.35118484,0,0.018,7/9/24,Lonza
0.104109589,550,3.850000381,5.5,0,27.05535507,0,0.018,7/9/24,Lonza
0.104109589,420,85.94999695,89.40000153,87.40000916,41.04813004,0,0.018,7/9/24,Lonza
0.104109589,440,62.95000076,75.5,68.5,37.81209946,0,0.018,7/9/24,Lonza
0.104109589,460,49.45000076,51.75,50.69999695,32.20809937,0,0.018,7/9/24,Lonza
0.104109589,480,32.5,39,35,31.78231239,0,0.018,7/9/24,Lonza
0.104109589,500,20.35000038,25.35000038,22.25,30.18636894,0,0.018,7/9/24,Lonza
0.104109589,520,10.39999962,13.69999981,12.80000019,27.19285393,0,0.018,7/9/24,Lonza
0.104109589,540,6.050000191,7.5,6.550000191,27.96398544,0,0.018,7/9/24,Lonza
0.104109589,560,0.850000024,5.849999905,3,27.9255867,0,0.018,7/9/24,Lonza
0.104109589,580,0.050000001,5,1.31000042,31.57644081,0,0.018,7/9/24,Lonza
0.104109589,600,0.050000001,5,0.670000017,37.03541946,0,0.018,7/9/24,Lonza
0.2,460,50.6499939,58.79998779,0,29.19498825,0,0.018,7/9/24,Lonza
0.2,470,44.3999939,51.69999695,0,29.75868225,0,0.018,7/9/24,Lonza
0.2,480,37.29998779,44.59999084,0,29.04720879,0,0.018,7/9/24,Lonza
0.2,490,30.75,38.04998779,0,28.38389206,0,0.018,7/9/24,Lonza
0.2,500,24.8999939,32.1499939,0,27.84822655,0,0.018,7/9/24,Lonza
0.2,510,19.69999695,27,0,27.42335892,0,0.018,7/9/24,Lonza
0.2,520,15.14999962,22.44999695,0,27.0114975,0,0.018,7/9/24,Lonza
0.2,530,11.25,18.59999084,0,26.66812515,0,0.018,7/9/24,Lonza
0.2,540,8,15.35000038,0,26.37477684,0,0.018,7/9/24,Lonza
